recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Mango Yogurt Snack,Quick snack with protein and carbs.,snack,quick|high_carb,🥜,1,6,low-fat yogurt,200.0,g,dairy,0,mango,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 6 min. Cook: 0 min. Good pre-session top-up.
Mango Smoothie,Drinkable snack with quick carbs.,snack,balanced|portable,🍌,1,5,mango,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 2 min. Cook: 3 min. Nice between-sessions snack.
Mini Ham Sandwich,Portable snack with carbs and protein.,snack,quick|high_carb,🥜,1,10,pita bread,90.0,g,carb,0,ham,80.0,g,protein,0,cucumber,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 2 min. Cook: 8 min. Easy portable carbs.
Mini Ham Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🍌,1,3,pita bread,90.0,g,carb,0,ham,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 2 min. Cook: 1 min. Great for long study days.
Strawberries Yogurt Snack,Quick snack with protein and carbs.,snack,quick|portable,🥜,1,10,Greek yogurt,200.0,g,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 2 min. Cook: 8 min. Quick recovery bite.
Rice Cakes with Jam,Simple carb snack you can carry anywhere.,snack,post_workout|quick,🍌,1,9,rice cakes,60.0,g,carb,0,jam,20.0,g,pantry,0,banana,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 5 min. Cook: 4 min. Great for long study days.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,balanced|portable,🍌,1,3,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 6 min. Cook: 0 min. Quick recovery bite.
Mini Tuna Sandwich,Portable snack with carbs and protein.,snack,quick|portable,🧃,1,6,whole wheat bread,90.0,g,carb,0,tuna,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 5 min. Cook: 1 min. Good pre-session top-up.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|portable,🍫,1,7,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 3 min. Cook: 4 min. Good pre-session top-up.
Mango Yogurt Snack,Quick snack with protein and carbs.,snack,post_workout|quick,🍪,1,4,Greek yogurt,200.0,g,dairy,0,mango,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 6 min. Cook: 0 min. Good pre-session top-up.
Rice Cakes with Honey,Simple carb snack you can carry anywhere.,snack,pre_workout|high_carb,🥥,1,10,rice cakes,60.0,g,carb,0,honey,20.0,g,pantry,0,banana,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 3 min. Cook: 7 min. Great for long study days.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,post_workout|quick,🍫,1,6,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 5 min. Cook: 1 min. Good pre-session top-up.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,pre_workout|high_carb,🍊,1,10,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 4 min. Cook: 6 min. Quick recovery bite.
Rice Cakes with Jam,Simple carb snack you can carry anywhere.,snack,balanced|portable,🥨,1,6,rice cakes,60.0,g,carb,0,jam,20.0,g,pantry,0,berries,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 2 min. Cook: 4 min. Great for long study days.
Rice Cakes with Peanut Butter,Simple carb snack you can carry anywhere.,snack,quick|portable,🥨,1,5,rice cakes,60.0,g,carb,0,peanut butter,20.0,g,pantry,0,banana,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 5 min. Cook: 0 min. Good pre-session top-up.
Strawberries and Nut Snack,Portable snack with carbs and fats.,snack,pre_workout|high_carb,🍌,1,10,strawberries,180.0,g,produce,0,almonds,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 6 min. Cook: 4 min. Easy portable carbs.
Rice Cakes with Peanut Butter,Simple carb snack you can carry anywhere.,snack,quick|high_carb,🍫,1,7,rice cakes,60.0,g,carb,0,peanut butter,20.0,g,pantry,0,banana,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 3 min. Cook: 4 min. Easy portable carbs.
Rice Cakes with Honey,Simple carb snack you can carry anywhere.,snack,post_workout|quick,🍪,1,9,rice cakes,60.0,g,carb,0,honey,20.0,g,pantry,0,strawberries,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 5 min. Cook: 4 min. Easy portable carbs.
Pineapple Yogurt Snack,Quick snack with protein and carbs.,snack,quick|portable,🍯,1,2,Greek yogurt,200.0,g,dairy,0,pineapple,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 2 min. Cook: 0 min. Good pre-session top-up.
Banana and Nut Snack,Portable snack with carbs and fats.,snack,quick|high_carb,🍪,1,8,banana,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 5 min. Cook: 3 min. Nice between-sessions snack.
Apple and Nut Snack,Portable snack with carbs and fats.,snack,post_workout|quick,🥜,1,8,apple,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 3 min. Cook: 5 min. Easy portable carbs.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|high_carb,🍇,1,6,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 4 min. Cook: 2 min. Nice between-sessions snack.
Mini Ham Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🥨,1,9,whole wheat bread,90.0,g,carb,0,ham,80.0,g,protein,0,rocket,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 4 min. Cook: 5 min. Easy portable carbs.
Grapes and Nut Snack,Portable snack with carbs and fats.,snack,pre_workout|high_carb,🍊,1,5,grapes,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 3 min. Cook: 2 min. Quick recovery bite.
Pineapple Yogurt Snack,Quick snack with protein and carbs.,snack,quick|portable,🍫,1,2,low-fat yogurt,200.0,g,dairy,0,pineapple,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 3 min. Cook: 0 min. Quick recovery bite.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|high_carb,🥨,1,6,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 2 min. Cook: 4 min. Good pre-session top-up.
Banana and Nut Snack,Portable snack with carbs and fats.,snack,post_workout|quick,🥨,1,6,banana,180.0,g,produce,0,almonds,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 3 min. Cook: 3 min. Great for long study days.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,post_workout|quick,🍇,1,8,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 2 min. Cook: 6 min. Nice between-sessions snack.
Mango Smoothie,Drinkable snack with quick carbs.,snack,pre_workout|high_carb,🍇,1,8,mango,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 4 min. Cook: 4 min. Good pre-session top-up.
Banana Yogurt Snack,Quick snack with protein and carbs.,snack,pre_workout|high_carb,🍇,1,2,low-fat yogurt,200.0,g,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 2 min. Cook: 0 min. Easy portable carbs.
Mini Ham Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🧃,1,3,bread,90.0,g,carb,0,ham,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 2 min. Cook: 1 min. Good pre-session top-up.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|high_carb,🥨,1,10,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 5 min. Cook: 5 min. Good pre-session top-up.
Berries Yogurt Snack,Quick snack with protein and carbs.,snack,pre_workout|high_carb,🍇,1,10,Greek yogurt,200.0,g,dairy,0,berries,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 3 min. Cook: 7 min. Great for long study days.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|portable,🍓,1,7,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 3 min. Cook: 4 min. Easy portable carbs.
Rice Cakes with Jam,Simple carb snack you can carry anywhere.,snack,quick|portable,🥨,1,2,rice cakes,60.0,g,carb,0,jam,20.0,g,pantry,0,banana,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 4 min. Cook: 0 min. Quick recovery bite.
Mini Tuna Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🍌,1,8,bread,90.0,g,carb,0,tuna,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 6 min. Cook: 2 min. Quick recovery bite.
Berries Smoothie,Drinkable snack with quick carbs.,snack,post_workout|quick,🍊,1,10,berries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 4 min. Cook: 6 min. Great for long study days.
Berries Smoothie,Drinkable snack with quick carbs.,snack,pre_workout|high_carb,🥜,1,8,berries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 5 min. Cook: 3 min. Quick recovery bite.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|high_carb,🥨,1,8,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 5 min. Cook: 3 min. Nice between-sessions snack.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,post_workout|quick,🍌,1,5,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 6 min. Cook: 0 min. Great for long study days.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,quick|portable,🧃,1,5,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 3 min. Cook: 2 min. Good pre-session top-up.
Grapes and Nut Snack,Portable snack with carbs and fats.,snack,balanced|portable,🍌,1,8,grapes,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 6 min. Cook: 2 min. Quick recovery bite.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,pre_workout|high_carb,🍫,1,2,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 5 min. Cook: 0 min. Nice between-sessions snack.
Rice Cakes with Honey,Simple carb snack you can carry anywhere.,snack,balanced|portable,🍫,1,10,rice cakes,60.0,g,carb,0,honey,20.0,g,pantry,0,berries,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 5 min. Cook: 5 min. Easy portable carbs.
Banana and Nut Snack,Portable snack with carbs and fats.,snack,post_workout|quick,🧃,1,10,banana,180.0,g,produce,0,almonds,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 4 min. Cook: 6 min. Great for long study days.
Mini Tuna Sandwich,Portable snack with carbs and protein.,snack,pre_workout|high_carb,🥜,1,6,pita bread,90.0,g,carb,0,tuna,80.0,g,protein,0,cucumber,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 5 min. Cook: 1 min. Quick recovery bite.
Banana Yogurt Snack,Quick snack with protein and carbs.,snack,quick|high_carb,🍓,1,10,low-fat yogurt,200.0,g,dairy,0,banana,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 4 min. Cook: 6 min. Great for long study days.
Rice Cakes with Peanut Butter,Simple carb snack you can carry anywhere.,snack,quick|high_carb,🍪,1,4,rice cakes,60.0,g,carb,0,peanut butter,20.0,g,pantry,0,berries,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 3 min. Cook: 1 min. Nice between-sessions snack.
Orange and Nut Snack,Portable snack with carbs and fats.,snack,quick|portable,🍯,1,8,orange,180.0,g,produce,0,almonds,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 4 min. Cook: 4 min. Nice between-sessions snack.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,post_workout|quick,🥜,1,8,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 2 min. Cook: 6 min. Quick recovery bite.
Mini Tuna Sandwich,Portable snack with carbs and protein.,snack,balanced|portable,🥜,1,9,whole wheat bread,90.0,g,carb,0,tuna,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 2 min. Cook: 7 min. Quick recovery bite.
Date Cocoa Energy Bites,"Sweet, compact energy for hard training days.",snack,quick|high_carb,🍇,1,9,dates,60.0,g,carb,0,walnuts,20.0,g,fat,0,cocoa powder,5.0,g,pantry,1,salt,1.0,g,pantry,1,,,,,,Step 1: Chop dates and walnuts.,Step 2: Mix with cocoa and salt.,Step 3: Press into bite-size pieces.,,,Prep: 3 min. Cook: 6 min. Great for long study days.
Berries and Nut Snack,Portable snack with carbs and fats.,snack,pre_workout|high_carb,🍇,1,4,berries,180.0,g,produce,0,almonds,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 4 min. Cook: 0 min. Nice between-sessions snack.
Mini Ham Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🍯,1,10,bread,90.0,g,carb,0,ham,80.0,g,protein,0,tomato,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 4 min. Cook: 6 min. Nice between-sessions snack.
Mini Tuna Sandwich,Portable snack with carbs and protein.,snack,post_workout|quick,🥜,1,2,pita bread,90.0,g,carb,0,tuna,80.0,g,protein,0,rocket,80.0,g,produce,0,mustard,10.0,g,pantry,1,,,,,,Step 1: Prep bread and spread mustard.,Step 2: Add protein and vegetables.,"Step 3: Close, slice, and eat.",,,Prep: 6 min. Cook: 0 min. Easy portable carbs.
Rice Cakes with Peanut Butter,Simple carb snack you can carry anywhere.,snack,pre_workout|high_carb,🍪,1,6,rice cakes,60.0,g,carb,0,peanut butter,20.0,g,pantry,0,strawberries,120.0,g,produce,0,,,,,,,,,,,Step 1: Spread topping on rice cakes.,Step 2: Add sliced fruit.,Step 3: Eat immediately.,,,Prep: 5 min. Cook: 1 min. Good pre-session top-up.
Strawberries and Nut Snack,Portable snack with carbs and fats.,snack,pre_workout|high_carb,🍪,1,4,strawberries,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 5 min. Cook: 0 min. Quick recovery bite.
Orange and Nut Snack,Portable snack with carbs and fats.,snack,post_workout|quick,🍊,1,8,orange,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 4 min. Cook: 4 min. Good pre-session top-up.
Strawberries Smoothie,Drinkable snack with quick carbs.,snack,balanced|portable,🍫,1,6,strawberries,200.0,g,produce,0,skim milk,250.0,ml,dairy,0,honey,10.0,g,pantry,1,protein powder,25.0,g,supplement,1,,,,,,Step 1: Add ingredients to a blender.,Step 2: Blend until smooth.,Step 3: Drink chilled.,,,Prep: 4 min. Cook: 2 min. Easy portable carbs.
Strawberries Yogurt Snack,Quick snack with protein and carbs.,snack,quick|portable,🍫,1,5,Greek yogurt,200.0,g,dairy,0,strawberries,150.0,g,produce,0,honey,10.0,g,pantry,1,granola,40.0,g,carb,1,,,,,,Step 1: Add yogurt to a bowl.,Step 2: Top with fruit.,Step 3: Add honey or granola if desired.,,,Prep: 6 min. Cook: 0 min. Quick recovery bite.
Orange and Nut Snack,Portable snack with carbs and fats.,snack,pre_workout|high_carb,🍓,1,9,orange,180.0,g,produce,0,walnuts,25.0,g,fat,0,raisins,20.0,g,carb,1,salt,1.0,g,pantry,1,,,,,,Step 1: Prep the fruit.,Step 2: Portion nuts and raisins.,Step 3: Eat with a pinch of salt if needed.,,,Prep: 5 min. Cook: 4 min. Nice between-sessions snack.
